temp,light,sound,pressure,humidity
245,399,464,0,556
244,400,527,0,552
241,400,506,0,553
241,400,359,0,553
242,401,359,0,553
245,400,457,0,570
243,400,515,0,554
245,400,392,0,554
245,400,439,0,555
245,401,482,0,554
242,401,379,0,554
242,402,551,0,552
244,402,370,0,556
243,402,376,0,552
245,402,381,0,552
243,401,460,0,555
245,402,522,0,551
242,402,535,0,558
245,399,362,0,554
245,400,427,0,552
245,402,491,0,556
243,402,493,0,554
243,401,451,0,554
244,401,425,0,554
245,400,404,0,554
245,400,374,0,551
243,401,370,0,555
244,401,353,0,553
243,401,531,0,555
241,401,416,0,555
241,402,390,0,559
245,402,356,0,558
244,401,416,0,556
242,401,430,0,556
242,401,413,0,557
243,401,451,0,557
244,401,383,0,558
243,400,571,0,557
244,400,644,0,555
241,400,644,0,558
241,400,644,0,559
240,400,644,0,560
241,400,644,0,560
244,400,644,0,565
244,400,644,0,570
243,400,634,0,562
245,400,519,0,555
243,401,507,0,564
243,399,528,0,571
244,401,407,0,568
241,400,395,0,572
240,401,535,0,574
240,401,457,0,576
243,400,400,0,577
239,400,508,0,578
239,404,444,0,579
239,405,514,0,582
238,404,373,0,585
239,402,523,0,585
240,404,486,0,585
238,403,481,0,587
240,403,510,0,588
237,404,532,0,595
238,404,468,0,594
240,404,528,0,597
236,404,526,0,600
240,404,519,0,596
236,404,531,0,603
239,403,443,0,598
235,404,528,0,603
237,404,460,0,604
236,404,460,0,607
238,404,515,0,610
235,403,525,0,611
237,403,541,0,609
238,404,472,0,612
235,404,528,0,615
235,404,537,0,617
237,403,499,0,616
237,403,496,0,617
238,402,494,0,615
236,402,380,0,618
236,402,413,0,616
238,401,491,0,618
238,402,403,0,619
236,402,366,0,620
236,402,521,0,619
237,402,511,0,621
237,402,550,0,623
237,402,483,0,621
234,402,504,0,620
237,402,396,0,623
234,402,369,0,621
237,401,442,0,624
237,401,454,0,622
237,401,419,0,623
238,401,530,0,620
237,399,524,0,622
237,400,531,0,619
234,400,531,0,661
234,401,529,0,622
235,400,527,0,621
235,400,521,0,619
235,401,533,0,619
238,401,525,0,619
235,401,536,0,622
238,402,520,0,619
237,399,529,0,623
238,400,530,0,620
235,371,531,0,617
237,401,536,0,622
238,402,618,0,617
235,402,617,0,619
238,402,492,0,621
238,403,530,0,617
235,403,525,0,621
236,401,506,0,618
239,373,529,0,583
238,354,532,0,580
238,355,375,0,581
238,355,369,0,585
238,356,521,0,581
