hextimestamp,temp,light,sound,pressure,humidity
0x56b40edd,27.50,199,507,101.48,538
0x56b40ede,27.50,199,498,101.48,538
0x56b40ee0,27.50,196,509,101.47,539
0x56b40ee2,27.56,194,411,101.50,541
0x56b40ee4,27.56,195,389,101.49,539
0x56b40ee6,27.50,195,469,101.48,537
0x56b40ee8,27.50,196,486,101.48,540
0x56b40eea,27.56,196,445,101.49,541
0x56b40eeb,27.50,195,401,101.48,538
0x56b40eed,27.56,195,512,101.49,536
0x56b40eef,27.50,195,509,101.48,533
0x56b40ef1,27.56,196,510,101.48,528
0x56b40ef3,27.50,196,511,101.48,528
0x56b40ef5,27.56,195,514,101.48,527
0x56b40ef6,27.56,195,504,101.48,529
0x56b40ef8,27.56,195,507,101.47,529
0x56b40efa,27.63,196,399,101.49,529
0x56b40efc,27.56,196,442,101.48,530
0x56b40efe,27.50,196,475,101.47,526
0x56b40f00,27.63,197,383,101.50,527
0x56b40f01,27.50,198,524,101.47,529
0x56b40f03,27.63,196,409,101.49,531
0x56b40f05,27.56,196,498,101.48,528
0x56b40f07,27.63,195,391,101.49,529
0x56b40f09,27.63,197,366,101.49,532
0x56b40f0b,27.69,196,376,101.50,528
0x56b40f0c,27.56,197,373,101.47,528
0x56b40f0e,27.63,196,470,101.48,530
0x56b40f10,27.63,196,395,101.48,523
0x56b40f12,27.63,197,510,101.47,532
0x56b40f14,27.63,197,360,101.48,532
0x56b40f16,27.69,197,370,101.49,532
0x56b40f18,27.69,197,376,101.48,534
0x56b40f19,27.63,197,512,101.48,531
0x56b40f1b,27.63,196,504,101.48,533
0x56b40f1d,27.63,198,365,101.48,531
0x56b40f1f,27.63,197,379,101.48,535
0x56b40f21,27.56,196,515,101.47,535
0x56b40f23,27.69,196,376,101.49,530
0x56b40f25,27.69,196,397,101.50,535
0x56b40f27,27.69,197,498,101.49,532
0x56b40f28,27.63,196,517,101.48,532
0x56b40f2a,27.69,198,373,101.49,529
0x56b40f2c,27.56,198,507,101.48,528
0x56b40f2e,27.63,197,510,101.48,527
0x56b40f30,27.63,196,427,101.49,525
0x56b40f31,27.63,197,431,101.49,525
0x56b40f33,27.63,199,447,101.48,531
0x56b40f35,27.56,198,443,101.47,530
0x56b40f37,27.63,199,436,101.48,527
0x56b40f39,27.63,199,398,101.49,529
0x56b40f3a,27.56,198,518,101.47,527
0x56b40f3c,27.56,196,512,101.47,529
0x56b40f3e,27.63,199,460,101.48,530
0x56b40f40,27.63,199,500,101.48,526
0x56b40f42,27.69,196,364,101.49,529
0x56b40f44,27.63,198,384,101.48,528
0x56b40f45,27.56,198,395,101.48,533
0x56b40f47,27.63,199,379,101.49,533
0x56b40f49,27.50,200,426,101.47,538
0x56b40f4b,27.63,198,524,101.48,539
0x56b40f4d,27.56,200,506,101.47,537
0x56b40f4f,27.56,199,374,101.48,542
0x56b40f51,27.56,199,360,101.48,542
0x56b40f52,27.56,200,394,101.47,543
0x56b40f54,27.63,200,419,101.50,540
0x56b40f56,27.63,201,397,101.49,537
0x56b40f58,27.56,201,384,101.49,531
0x56b40f5a,27.56,202,449,101.48,531
0x56b40f5b,27.50,202,428,101.47,531
0x56b40f5d,27.56,198,389,101.49,533
0x56b40f5f,27.50,199,393,101.48,535
0x56b40f61,27.56,200,489,101.50,549
0x56b40f63,27.50,198,395,101.47,535
0x56b40f65,27.56,203,428,101.49,533
0x56b40f66,27.50,201,447,101.47,537
0x56b40f68,27.44,203,446,101.46,535
0x56b40f6a,27.50,202,390,101.47,536
0x56b40f6c,27.50,203,413,101.48,535
0x56b40f6e,27.50,202,461,101.48,537
0x56b40f70,27.56,203,439,101.48,534
0x56b40f72,27.50,203,449,101.47,534
0x56b40f73,27.63,202,475,101.50,539
0x56b40f75,27.56,203,428,101.48,537
0x56b40f77,27.63,203,421,101.49,520
0x56b40f79,27.56,204,448,101.48,536
0x56b40f7b,27.50,203,395,101.47,538
0x56b40f7d,27.56,202,494,101.49,540
0x56b40f7e,27.63,204,395,101.50,537
0x56b40f80,27.63,203,388,101.50,539
0x56b40f82,27.63,204,374,101.49,536
0x56b40f84,27.63,202,384,101.49,538
0x56b40f86,27.69,203,433,101.50,539
0x56b40f87,27.63,202,412,101.49,535
0x56b40f89,27.63,203,415,101.49,534
0x56b40f8b,27.63,202,423,101.49,537
0x56b40f8d,27.63,203,407,101.49,536
0x56b40f8f,27.63,204,423,101.49,537
0x56b40f91,27.56,202,383,101.48,537
0x56b40f92,27.63,202,393,101.49,508
0x56b40f94,27.63,202,388,101.49,538
0x56b40f96,27.63,204,520,101.48,540
0x56b40f98,27.63,203,427,101.48,535
0x56b40f9a,27.69,203,415,101.50,536
0x56b40f9b,27.63,203,446,101.48,533
0x56b40f9d,27.63,202,413,101.48,532
0x56b40f9f,27.63,202,365,101.48,532
0x56b40fa1,27.63,203,394,101.48,534
0x56b40fa3,27.63,204,388,101.48,536
0x56b40fa5,27.56,204,513,101.48,531
0x56b40fa6,27.63,204,530,101.49,535
0x56b40fa8,27.63,204,524,101.49,561
0x56b40faa,27.63,202,385,101.48,532
0x56b40fac,27.63,203,382,101.48,532
0x56b40fae,27.63,202,436,101.48,531
0x56b40fb0,27.69,202,362,101.49,533
0x56b40fb1,27.69,204,382,101.49,533
0x56b40fb3,27.69,204,372,101.49,499
0x56b40fb5,27.63,203,363,101.48,533
0x56b40fb7,27.69,203,454,101.49,529
0x56b40fb9,27.69,202,376,101.49,531
0x56b40fbb,27.63,202,367,101.48,531
0x56b40fbc,27.63,203,393,101.48,531
0x56b40fbe,27.63,203,389,101.48,528
0x56b40fc0,27.63,202,365,101.48,528
0x56b40fc2,27.69,203,362,101.48,530
0x56b40fc4,27.63,203,388,101.48,527
0x56b40fc6,27.69,202,464,101.49,525
0x56b40fc7,27.69,202,365,101.49,526
0x56b40fc9,27.69,204,384,101.49,527
0x56b40fcb,27.63,202,452,101.48,523
0x56b40fcd,27.63,203,506,101.48,525
0x56b40fcf,27.69,203,365,101.49,525
0x56b40fd1,27.63,203,385,101.48,524
0x56b40fd3,27.63,202,378,101.49,524
0x56b40fd4,27.63,202,363,101.48,525
0x56b40fd6,27.69,203,397,101.50,526
0x56b40fd8,27.69,203,381,101.50,527
0x56b40fda,27.63,203,418,101.48,526
0x56b40fdc,27.63,202,390,101.48,521
0x56b40fde,27.56,204,413,101.48,523
0x56b40fdf,27.56,203,385,101.48,527
0x56b40fe1,27.63,203,363,101.50,522
0x56b40fe3,27.63,204,402,101.49,523
0x56b40fe5,27.63,202,391,101.48,521
0x56b40fe7,27.56,203,375,101.47,527
0x56b40fe9,27.63,203,374,101.48,527
0x56b40feb,27.63,203,400,101.47,524
0x56b40fec,27.63,202,414,101.48,527
0x56b40fee,27.69,202,385,101.48,526
0x56b40ff0,27.69,204,388,101.49,523
0x56b40ff2,27.63,203,357,101.47,526
0x56b40ff4,27.69,203,390,101.49,528
0x56b40ff5,27.69,204,378,101.49,526
0x56b40ff7,27.69,204,491,101.49,526
0x56b40ff9,27.63,202,385,101.48,527
0x56b40ffb,27.63,203,372,101.47,523
0x56b40ffd,27.69,203,381,101.49,526
0x56b40fff,27.69,204,429,101.49,522
0x56b41000,27.69,203,449,101.48,525
0x56b41002,27.69,204,514,101.49,526
0x56b41004,27.69,204,451,101.49,524
0x56b41006,27.69,203,413,101.49,525
0x56b41006
0x56b41008,27.69,203,373,101.50,524
0x56b4100a,27.69,203,408,101.50,523
0x56b4100c,27.69,204,404,101.49,523
0x56b4100e,27.63,204,375,101.48,521
0x56b41010,27.69,203,422,101.49,521
0x56b41011,27.69,203,431,101.49,523
0x56b41013,27.63,204,504,101.48,522
0x56b41015,27.69,203,420,101.48,521
0x56b41017,27.69,202,497,101.48,521
0x56b41019,27.69,203,509,101.48,524
0x56b4101b,27.63,204,448,101.47,525
0x56b4101c,27.75,204,477,101.49,519
0x56b4101e,27.69,204,414,101.49,519
0x56b41020,27.69,204,488,101.49,519
0x56b41022,27.69,203,405,101.49,521
0x56b41024,27.69,202,434,101.49,517
0x56b41025,27.63,204,503,101.49,528
0x56b41027,27.63,204,521,101.49,516
0x56b41029,27.63,204,494,101.49,516
0x56b4102b,27.63,205,499,101.49,517
0x56b4102d,27.63,204,434,101.49,518
0x56b4102f,27.56,204,484,101.48,518
0x56b41030,27.69,203,410,101.50,518
0x56b41032,27.63,205,432,101.49,519
0x56b41034,27.63,204,379,101.48,521
0x56b41036,27.63,204,370,101.49,518
0x56b41038,27.63,204,425,101.48,518
0x56b41039,27.63,205,447,101.49,520
0x56b4103b,27.63,204,459,101.49,517
0x56b4103d,27.63,204,500,101.49,516
0x56b4103f,27.69,204,437,101.50,518
0x56b41041,27.56,204,387,101.48,519
0x56b41043,27.63,205,473,101.49,519
0x56b41045,27.56,204,371,101.48,516
0x56b41046,27.56,204,380,101.47,516
0x56b41048,27.63,205,452,101.49,519
0x56b4104a,27.69,206,359,101.50,516
0x56b4104c,27.69,205,431,101.48,520
0x56b4104e,27.69,205,391,101.49,517
0x56b4104f,27.69,205,416,101.49,520
0x56b41051,27.75,206,388,101.51,518
0x56b41053,27.75,205,390,101.50,521
0x56b41055,27.75,205,490,101.50,519
0x56b41057,27.69,204,410,101.48,519
0x56b41059,27.63,204,468,101.48,514
0x56b4105b,27.69,204,393,101.50,517
0x56b4105c,27.69,206,469,101.50,518
0x56b4105e,27.69,205,426,101.49,519
0x56b41060,27.63,205,438,101.49,515
0x56b41062,27.69,207,388,101.50,519
0x56b41064,27.63,206,415,101.48,519
0x56b41066,27.63,207,449,101.47,520
0x56b41067,27.69,207,383,101.49,518
0x56b41069,27.63,208,388,101.48,520
0x56b4106b,27.63,208,421,101.47,520
0x56b4106d,27.69,209,366,101.48,521
0x56b4106f,27.69,209,388,101.48,518
0x56b41071,27.75,208,443,101.49,520
0x56b41072,27.69,208,380,101.47,517
0x56b41074,27.69,210,373,101.48,519
0x56b41076,27.63,208,529,101.47,518
0x56b41078,27.69,209,424,101.50,518
0x56b4107a,27.69,210,373,101.49,518
0x56b4107b,27.69,210,409,101.49,514
0x56b4107d,27.69,211,391,101.49,517
0x56b4107f,27.69,210,420,101.50,516
0x56b41081,27.75,210,397,101.50,516
0x56b41083,27.75,210,490,101.50,518
0x56b41084,27.69,209,365,101.49,519
0x56b41086,27.75,210,480,101.50,516
0x56b41088,27.75,208,395,101.50,519
0x56b4108a,27.75,208,437,101.50,517
0x56b4108c,27.75,208,495,101.50,518
0x56b4108e,27.69,207,381,101.49,514
0x56b4108f,27.69,209,386,101.49,515
0x56b41091,27.69,208,409,101.48,516
0x56b41093,27.69,209,368,101.49,515
0x56b41095,27.69,207,365,101.49,518
0x56b41097,27.69,206,365,101.48,514
0x56b41099,27.69,207,378,101.49,515
0x56b4109a,27.75,208,510,101.50,517
0x56b4109c,27.75,206,463,101.50,516
0x56b4109e,27.69,207,487,101.49,518
0x56b410a0,27.75,206,442,101.50,515
0x56b410a2,27.75,207,486,101.49,516
0x56b410a3,27.75,205,418,101.50,513
0x56b410a5,27.75,207,449,101.49,519
0x56b410a7,27.75,206,410,101.50,515
0x56b410a9,27.69,203,406,101.48,515
0x56b410ab,27.75,206,392,101.50,516
0x56b410ac,27.75,207,401,101.50,515
0x56b410ae,27.75,205,430,101.50,517
0x56b410b0,27.69,206,435,101.49,519
0x56b410b2,27.81,207,385,101.51,515
0x56b410b4,27.81,206,452,101.51,513
0x56b410b5,27.75,206,387,101.49,515
0x56b410b7,27.75,204,367,101.49,513
0x56b410b9,27.75,206,432,101.48,513
0x56b410bb,27.69,206,435,101.48,511
0x56b410bd,27.69,205,379,101.48,516
0x56b410bf,27.75,205,383,101.49,515
0x56b410c0,27.75,205,395,101.50,512
0x56b410c2,27.75,206,360,101.49,513
0x56b410c4,27.75,206,456,101.51,512
0x56b410c6,27.69,205,412,101.50,515
0x56b410c8,27.75,206,533,101.51,515
0x56b410c9,27.75,206,475,101.50,511
0x56b410cb,27.69,202,412,101.49,514
0x56b410cd,27.69,202,424,101.48,512
0x56b410cf,27.75,203,369,101.48,509
0x56b410d1,27.69,207,361,101.48,514
0x56b410d2,27.75,205,506,101.49,515
0x56b410d4,27.81,207,489,101.49,515
0x56b410d6,27.81,205,421,101.49,510
0x56b410d8,27.81,206,391,101.49,511
0x56b410da,27.81,206,399,101.50,508
0x56b410dc,27.75,205,384,101.49,511
0x56b410dd,27.75,206,384,101.47,511
0x56b410df,27.81,206,403,101.50,511
0x56b410e1,27.81,207,420,101.50,510
0x56b410e3,27.81,208,454,101.50,515
0x56b410e5,27.81,208,435,101.49,518
0x56b410e7,27.81,209,456,101.49,515
0x56b410e8,27.88,209,393,101.50,513
0x56b410ea,27.88,212,359,101.50,514
0x56b410ec,27.81,216,487,101.49,517
0x56b410ee,27.81,217,391,101.49,512
0x56b410f0,27.88,220,392,101.50,513
0x56b410f1,27.81,219,369,101.49,514
0x56b410f3,27.81,219,390,101.49,513
0x56b410f5,27.88,217,370,101.50,513
0x56b410f7,27.94,218,422,101.50,482
0x56b410f9,27.88,219,377,101.49,514
0x56b410fa,27.81,220,374,101.48,514
0x56b410fc,27.81,222,400,101.48,514
0x56b410fe,27.94,220,387,101.51,515
0x56b41100,27.81,220,376,101.47,515
0x56b41102,27.94,219,416,101.50,515
0x56b41104,27.94,218,392,101.51,509
0x56b41106,27.88,218,366,101.50,513
0x56b41107,27.75,217,430,101.48,512
0x56b41109,27.81,215,408,101.49,509
0x56b4110b,27.88,212,396,101.51,511
0x56b4110d,27.94,209,430,101.51,508
0x56b4110f,27.81,209,430,101.49,509
0x56b41111,27.81,208,401,101.50,509
0x56b41113,27.81,207,487,101.49,506
0x56b41114,27.88,208,467,101.50,509
0x56b41116,27.88,208,396,101.51,515
0x56b41118,27.75,208,367,101.48,512
0x56b4111a,27.75,207,477,101.47,514
0x56b4111c,27.88,206,420,101.50,513
0x56b4111e,27.88,206,403,101.49,511
0x56b4111f,27.88,206,416,101.49,511
0x56b41121,27.94,206,421,101.49,511
0x56b41123,27.88,204,421,101.49,510
0x56b41125,27.88,203,469,101.49,514
0x56b41127,27.94,205,504,101.50,509
0x56b41129,27.94,204,487,101.50,511
0x56b4112a,27.88,204,446,101.49,514
0x56b4112c,27.88,205,441,101.47,480
0x56b4112e,27.94,203,378,101.49,511
0x56b4112f
0x56b41130,27.94,205,443,101.48,512
0x56b41132,28.00,204,373,101.50,508
0x56b41134,27.94,204,425,101.49,512
0x56b41136,28.00,204,478,101.50,513
0x56b41138,28.06,204,377,101.52,509
0x56b4113a,27.88,204,427,101.48,510
0x56b4113b,27.94,203,472,101.49,513
0x56b4113d,27.94,203,412,101.50,511
0x56b4113f,27.88,203,406,101.48,513
0x56b41141,27.88,204,487,101.48,514
0x56b41143,28.00,203,425,101.50,509
0x56b41144,27.94,203,448,101.49,511
0x56b41146,27.94,203,391,101.50,512
0x56b41148,27.94,203,467,101.49,510
0x56b4114a,27.94,204,403,101.49,509
0x56b4114c,27.94,202,378,101.50,510
0x56b4114e,27.94,204,455,101.50,512
0x56b4114f,27.94,203,378,101.49,514
0x56b41151,27.88,203,387,101.48,509
0x56b41153,27.94,203,511,101.49,510
0x56b41155,27.94,203,458,101.49,513
0x56b41157,28.00,203,451,101.50,513
0x56b41158,27.94,204,415,101.49,512
0x56b4115a,28.00,204,416,101.49,510
0x56b4115c,28.00,204,428,101.49,514
0x56b4115e,27.94,202,457,101.48,508
0x56b41160,28.00,204,479,101.49,513
0x56b41162,28.00,203,468,101.50,509
0x56b41164,27.94,202,406,101.49,512
0x56b41165,28.00,203,384,101.51,509
0x56b41167,27.88,203,401,101.48,507
0x56b41169,27.94,202,372,101.49,510
0x56b4116b,27.94,203,395,101.50,510
0x56b4116d,27.88,202,395,101.48,508
0x56b4116e,27.94,201,405,101.50,509
0x56b41170,27.94,201,502,101.49,507
0x56b41172,27.94,203,465,101.49,508
0x56b41174,27.94,201,401,101.50,508
0x56b41176,27.94,202,387,101.49,509
0x56b41178,28.00,202,366,101.50,508
0x56b41179,27.94,202,397,101.50,510
0x56b4117b,27.94,202,394,101.50,511
0x56b4117d,27.94,202,492,101.49,512
0x56b4117f,27.94,203,430,101.50,508
0x56b41181,28.00,202,414,101.51,505
0x56b41182,27.94,203,489,101.51,509
0x56b41184,27.88,201,371,101.48,508
0x56b41186,27.88,201,437,101.49,507
0x56b41188,27.88,201,415,101.49,530
0x56b4118a,27.88,201,490,101.50,510
0x56b4118c,27.88,201,446,101.50,508
0x56b4118d,27.81,201,444,101.50,507
0x56b4118f,27.81,202,501,101.49,506
0x56b41191,27.75,201,381,101.48,507
0x56b41193,27.94,201,389,101.52,503
0x56b41195,27.81,201,435,101.49,507
0x56b41196,27.81,201,491,101.50,506
0x56b41198,27.88,201,422,101.52,507
0x56b4119a,27.88,200,409,101.51,506
0x56b4119c,27.81,200,496,101.51,506
0x56b4119e,27.81,201,444,101.51,508
0x56b411a0,27.81,201,395,101.51,506
0x56b411a1,27.81,201,463,101.51,508
0x56b411a3,27.69,202,411,101.48,506
0x56b411a5,27.88,200,405,101.52,506
0x56b411a7,27.81,202,480,101.50,506
0x56b411a9,27.81,201,439,101.50,508
0x56b411aa,27.81,200,413,101.51,507
0x56b411ac,27.81,202,503,101.50,511
0x56b411ae,27.75,200,483,101.49,507
0x56b411b0,27.88,202,464,101.50,511
0x56b411b2,27.81,201,418,101.49,509
0x56b411b4,27.88,201,400,101.50,510
0x56b411b5,27.81,202,510,101.49,508
0x56b411b7,27.81,201,506,101.49,505
