hextimestamp,temp,light,sound,pressure,humidity
0x56aca935,29.19,96,338,100.10,535
0x56aca938,29.19,87,346,100.10,535
0x56aca93b,29.19,95,337,100.10,535
0x56aca93f,29.19,88,352,100.10,537
0x56aca942,29.13,89,336,100.10,539
0x56aca945,29.13,96,344,100.10,537
0x56aca949,29.19,95,339,100.10,537
0x56aca94c,29.19,94,345,100.10,538
0x56aca94f,29.19,92,338,100.10,538
0x56aca953,29.19,95,334,100.10,540
0x56aca956,29.19,91,338,100.10,539
0x56aca95a,29.19,96,356,100.10,539
0x56aca95d,29.19,90,339,100.10,535
0x56aca960,29.19,88,337,100.10,537
0x56aca964,29.25,88,365,100.11,537
0x56aca967,29.25,88,344,100.11,536
0x56aca96a,29.19,92,342,100.09,536
0x56aca96e,29.25,94,351,100.11,537
0x56aca971,29.25,88,344,100.10,535
0x56aca974,29.19,96,345,100.10,537
0x56aca978,29.25,90,348,100.10,536
0x56aca97b,29.25,88,343,100.10,536
0x56aca97f,29.25,96,343,100.10,539
0x56aca982,29.25,89,344,100.10,536
0x56aca985,29.25,93,359,100.10,538
0x56aca988,29.25,95,349,100.10,537
0x56aca98c,29.25,96,350,100.10,537
0x56aca98f,29.25,89,343,100.10,537
0x56aca992,29.25,89,343,100.11,538
0x56aca996,29.19,95,337,100.10,535
0x56aca999,29.19,91,337,100.10,539
0x56aca99c,29.19,94,336,100.10,537
0x56aca9a0,29.25,96,339,100.10,534
0x56aca9a3,29.25,88,347,100.10,538
0x56aca9a6,29.25,92,335,100.10,498
0x56aca9aa,29.31,92,338,100.10,538
0x56aca9ad,29.25,89,338,100.10,535
0x56aca9b0,29.31,94,335,100.10,535
0x56aca9b4,29.31,92,340,100.10,534
0x56aca9b7,29.38,91,336,100.10,535
0x56aca9ba,29.38,90,355,100.10,537
0x56aca9be,29.31,88,352,100.10,536
0x56aca9c1,29.31,96,340,100.10,539
0x56aca9c5,29.31,89,337,100.10,535
0x56aca9c8,29.31,89,337,100.09,536
0x56aca9cc,29.31,88,334,100.09,533
0x56aca9cf,29.31,89,343,100.09,534
0x56aca9d2,29.38,89,348,100.10,538
0x56aca9d5,29.38,92,338,100.10,536
0x56aca9d9,29.31,94,344,100.09,538
0x56aca9dc,29.31,90,340,100.10,534
0x56aca9df,29.31,94,334,100.10,535
0x56aca9e3,29.31,93,335,100.10,536
0x56aca9e6,29.31,94,343,100.10,535
0x56aca9e9,29.31,89,338,100.10,535
0x56aca9ed,29.31,96,340,100.10,538
0x56aca9f0,29.31,97,343,100.09,539
0x56aca9f3,29.31,95,352,100.10,539
0x56aca9f7,29.31,94,344,100.09,535
0x56aca9fa,29.31,95,347,100.09,535
0x56aca9fd,29.38,92,335,100.10,535
0x56acaa00,29.31,97,343,100.09,538
0x56acaa04,29.38,89,343,100.10,538
0x56acaa07,29.31,90,334,100.09,537
0x56acaa0a,29.38,88,336,100.10,538
0x56acaa0e,29.38,96,339,100.09,536
0x56acaa11,29.38,94,338,100.10,538
0x56acaa14,29.38,89,335,100.09,535
0x56acaa18,29.38,94,350,100.09,537
0x56acaa1b,29.31,88,332,100.09,538
0x56acaa1e,29.38,92,335,100.10,537
0x56acaa22,29.38,95,355,100.10,537
0x56acaa25,29.38,92,350,100.10,538
0x56acaa29,29.38,95,346,100.09,539
0x56acaa2c,29.38,88,386,100.10,534
0x56acaa2f,29.38,96,343,100.09,535
0x56acaa32,29.38,96,351,100.10,537
0x56acaa36,29.38,90,357,100.10,500
0x56acaa39,29.38,93,341,100.09,536
0x56acaa3d,29.38,98,341,100.10,536
0x56acaa40,29.38,96,334,100.10,538
0x56acaa43,29.31,96,335,100.10,539
0x56acaa46,29.31,88,343,100.10,536
0x56acaa4a,29.31,97,344,100.09,537
0x56acaa4d,29.38,90,351,100.10,537
0x56acaa51,29.38,95,341,100.10,537
0x56acaa54,29.38,96,357,100.10,538
0x56acaa58,29.38,94,343,100.10,537
0x56acaa5b,29.38,94,338,100.10,536
0x56acaa5e,29.38,93,339,100.10,536
0x56acaa62,29.38,92,353,100.10,538
0x56acaa65,29.38,89,339,100.09,533
0x56acaa68,29.38,97,344,100.10,537
0x56acaa6b,29.38,97,346,100.10,536
0x56acaa6f,29.31,90,369,100.09,538
0x56acaa72,29.38,89,357,100.09,538
0x56acaa75,29.38,93,364,100.10,538
0x56acaa79,29.38,93,342,100.09,537
0x56acaa7c,29.38,93,342,100.10,537
0x56acaa7f,29.38,93,340,100.09,537
0x56acaa83,29.38,93,343,100.10,541
0x56acaa86,29.38,91,353,100.10,538
0x56acaa89,29.38,93,339,100.09,537
0x56acaa8d,29.38,96,338,100.09,539
0x56acaa90,29.38,89,343,100.10,537
0x56acaa93,29.38,97,391,100.09,537
0x56acaa96,29.44,97,345,100.10,536
0x56acaa9a,29.38,93,371,100.09,533
0x56acaa9d,29.38,89,343,100.09,536
0x56acaaa0,29.38,89,366,100.09,535
0x56acaaa4,29.38,96,346,100.09,533
0x56acaaa7,29.44,96,347,100.09,536
0x56acaaaa,29.44,90,341,100.09,538
0x56acaaae,29.44,94,343,100.10,534
0x56acaab1,29.44,97,367,100.09,534
0x56acaab5,29.44,92,339,100.10,535
0x56acaab8,29.44,96,381,100.10,535
0x56acaabb,29.44,91,346,100.09,534
0x56acaabe,29.44,91,342,100.09,537
0x56acaac2,29.44,92,336,100.09,534
0x56acaac5,29.44,94,343,100.09,535
0x56acaac8,29.44,90,354,100.09,532
0x56acaacc,29.44,95,341,100.09,536
0x56acaacf,29.44,98,393,100.09,535
0x56acaad3,29.44,98,340,100.09,535
0x56acaad6,29.44,97,351,100.09,534
0x56acaad9,29.44,95,338,100.09,534
0x56acaadd,29.44,92,341,100.09,534
0x56acaae0,29.44,99,345,100.09,536
0x56acaaea,29.38,90,348,100.08,534
0x56acaaed,29.44,95,338,100.09,536
0x56acaaf1,29.44,91,374,100.08,534
0x56acaaf4,29.44,98,343,100.09,531
0x56acaaf7,29.44,94,493,100.09,532
0x56acaafb,29.44,98,340,100.09,532
0x56acaafe,29.50,93,409,100.09,532
0x56acab01,29.44,96,361,100.08,534
0x56acab05,29.50,96,343,100.09,535
0x56acab08,29.50,97,342,100.09,531
0x56acab0c,29.50,91,344,100.09,533
0x56acab0f,29.50,95,357,100.09,533
0x56acab12,29.50,91,371,100.09,535
0x56acab15,29.50,95,510,100.09,534
0x56acab19,29.50,98,495,100.08,536
0x56acab1c,29.50,88,341,100.08,532
0x56acab20,29.50,91,360,100.08,535
0x56acab23,29.50,97,341,100.08,533
0x56acab26,29.50,96,344,100.09,536
0x56acab2a,29.50,95,343,100.08,531
0x56acab2d,29.56,95,340,100.09,533
0x56acab30,29.50,88,352,100.08,535
0x56acab33,29.50,90,350,100.08,533
0x56acab37,29.50,94,364,100.08,530
0x56acab3a,29.50,90,338,100.09,536
0x56acab3d,29.50,93,368,100.08,532
0x56acab41,29.50,92,355,100.08,530
0x56acab44,29.56,93,340,100.08,531
0x56acab47,29.56,96,336,100.09,534
0x56acab4b,29.56,97,338,100.08,532
0x56acab4e,29.56,94,337,100.08,531
0x56acab51,29.56,94,344,100.08,531
0x56acab54,29.56,91,351,100.08,533
0x56acab58,29.56,89,345,100.08,532
0x56acab5b,29.56,94,335,100.09,533
0x56acab5e,29.56,90,339,100.09,532
0x56acab62,29.50,88,341,100.08,533
0x56acab65,29.50,93,341,100.08,532
0x56acab68,29.50,91,343,100.09,532
0x56acab6c,29.50,88,352,100.09,531
0x56acab6f,29.44,94,342,100.09,532
0x56acab72,29.44,90,353,100.09,535
0x56acab76,29.44,96,354,100.09,524
0x56acab79,29.38,89,344,100.09,535
0x56acab7c,29.38,90,346,100.09,532
0x56acab80,29.38,93,337,100.09,534
0x56acab83,29.38,96,345,100.09,536
0x56acab86,29.38,88,343,100.09,535
0x56acab89,29.38,88,338,100.09,535
0x56acab8d,29.44,96,342,100.09,536
0x56acab90,29.44,93,337,100.09,536
0x56acab93,29.38,94,339,100.09,531
0x56acab97,29.38,90,344,100.09,532
0x56acab9a,29.44,94,352,100.09,537
0x56acab9d,29.44,94,337,100.09,534
0x56acaba1,29.50,91,355,100.10,533
0x56acaba4,29.50,89,335,100.09,536
0x56acaba7,29.50,96,336,100.09,533
0x56acabaa,29.50,93,335,100.09,532
0x56acabae,29.50,90,353,100.09,535
0x56acabb1,29.50,97,338,100.09,537
0x56acabb4,29.50,95,334,100.09,531
0x56acabb8,29.44,94,336,100.08,495
0x56acabbb,29.44,98,348,100.08,537
0x56acabbf,29.50,99,347,100.09,534
0x56acabc2,29.44,93,340,100.08,533
0x56acabc6,29.50,90,336,100.09,533
0x56acabc9,29.44,90,344,100.08,534
0x56acabcc,29.50,95,338,100.09,534
0x56acabcf,29.50,92,348,100.09,532
0x56acabd3,29.50,89,342,100.09,532
0x56acabd6,29.50,87,340,100.09,535
0x56acabd9,29.50,92,486,100.09,535
0x56acabdd,29.50,92,346,100.08,536
0x56acabe0,29.50,90,344,100.09,536
0x56acabe3,29.50,96,338,100.09,533
0x56acabe6,29.50,96,344,100.09,533
0x56acabea,29.50,93,340,100.09,532
0x56acabed,29.50,94,341,100.09,531
0x56acabf0,29.50,94,342,100.09,534
0x56acabf4,29.50,94,358,100.09,533
0x56acabf7,29.56,93,337,100.09,533
0x56acabfa,29.56,88,338,100.09,534
0x56acabfe,29.56,89,338,100.08,535
0x56acac01,29.56,96,338,100.09,531
0x56acac05,29.56,95,350,100.09,535
0x56acac08,29.56,97,336,100.09,536
0x56acac0b,29.56,97,346,100.09,535
0x56acac0f,29.63,91,349,100.09,537
0x56acac12,29.63,93,341,100.09,531
0x56acac15,29.63,95,338,100.09,532
0x56acac19,29.63,91,336,100.09,533
0x56acac1c,29.56,92,339,100.09,536
0x56acac1f,29.56,90,334,100.08,532
0x56acac23,29.56,96,341,100.09,533
0x56acac26,29.56,95,339,100.09,532
0x56acac29,29.63,92,342,100.10,532
0x56acac2d,29.63,92,351,100.10,533
0x56acac30,29.50,96,372,100.07,534
0x56acac33,29.63,97,346,100.10,532
0x56acac37,29.56,97,343,100.09,536
0x56acac3a,29.56,95,340,100.09,536
0x56acac3e,29.50,90,336,100.08,534
0x56acac41,29.50,88,342,100.09,538
0x56acac44,29.50,94,384,100.09,534
0x56acac48,29.44,96,340,100.09,536
0x56acac4b,29.50,89,339,100.09,524
0x56acac4e,29.38,91,336,100.08,537
0x56acac52,29.44,98,337,100.09,534
0x56acac55,29.44,89,344,100.09,535
0x56acac59,29.44,89,336,100.09,532
0x56acac5c,29.44,92,345,100.09,538
0x56acac5f,29.44,93,345,100.09,536
0x56acac63,29.44,88,335,100.09,537
0x56acac66,29.44,89,340,100.09,536
0x56acac69,29.44,91,342,100.09,533
0x56acac6d,29.44,91,341,100.09,532
0x56acac70,29.50,97,355,100.09,534
0x56acac73,29.50,97,349,100.09,536
0x56acac77,29.50,92,338,100.09,533
0x56acac7a,29.50,96,340,100.10,534
0x56acac7e,29.50,88,340,100.09,536
0x56acac81,29.50,90,345,100.09,533
0x56acac84,29.50,95,344,100.09,537
0x56acac88,29.50,95,334,100.09,532
0x56acac8b,29.50,96,349,100.09,536
0x56acac8e,29.50,95,350,100.09,535
0x56acac92,29.50,95,341,100.09,523
0x56acac95,29.50,95,342,100.09,533
0x56acac98,29.50,96,354,100.09,535
0x56acac9c,29.50,95,356,100.09,535
0x56acac9f,29.50,89,349,100.09,535
0x56acaca2,29.50,89,339,100.09,535
0x56acaca6,29.50,88,331,100.09,534
0x56acacaa,29.44,88,339,100.09,537
0x56acacad,29.44,88,339,100.09,537
0x56acacb0,29.44,87,339,100.08,537
0x56acacb4,29.44,87,340,100.09,532
0x56acacb7,29.50,94,344,100.09,533
0x56acacba,29.44,88,347,100.08,533
0x56acacbe,29.44,88,332,100.09,538
0x56acacc1,29.44,95,341,100.09,534
0x56acacc4,29.50,96,336,100.08,538
0x56acacc7,29.50,88,345,100.09,536
0x56acaccb,29.50,90,332,100.08,533
0x56acacce,29.50,95,369,100.08,536
0x56acacd1,29.50,95,341,100.09,532
0x56acacd5,29.50,92,340,100.09,532
0x56acacd8,29.50,89,347,100.08,532
0x56acacdc,29.50,88,341,100.08,535
0x56acacdf,29.50,89,349,100.09,536
0x56acace2,29.44,88,358,100.08,534
0x56acace6,29.50,88,338,100.09,535
0x56acace9,29.44,97,345,100.08,531
0x56acacec,29.50,94,336,100.08,536
0x56acacf0,29.44,88,344,100.09,536
0x56acacf3,29.44,90,369,100.08,536
0x56acacf6,29.44,90,347,100.09,537
0x56acacfa,29.44,91,349,100.09,533
0x56acacfd,29.50,96,341,100.08,537
0x56acad00,29.50,96,363,100.09,537
0x56acad04,29.50,96,358,100.08,534
0x56acad07,29.50,92,338,100.09,537
0x56acad0b,29.50,97,342,100.09,535
0x56acad0e,29.44,90,347,100.09,536
0x56acad11,29.44,89,334,100.08,534
0x56acad14,29.44,95,343,100.09,537
0x56acad18,29.38,95,337,100.09,533
0x56acad1b,29.38,90,345,100.08,537
0x56acad1e,29.44,89,360,100.08,533
0x56acad22,29.44,96,344,100.08,534
0x56acad25,29.44,96,344,100.08,535
0x56acad28,29.44,90,339,100.09,536
0x56acad2c,29.44,89,336,100.08,534
0x56acad2f,29.50,95,335,100.08,535
0x56acad32,29.44,96,343,100.08,537
0x56acad35,29.44,89,334,100.08,535
0x56acad39,29.44,89,334,100.08,534
0x56acad3c,29.50,96,336,100.08,534
0x56acad3f,29.50,98,333,100.08,533
0x56acad43,29.44,96,339,100.07,535
0x56acad46,29.50,89,344,100.08,532
0x56acad49,29.44,90,340,100.08,532
0x56acad4d,29.44,93,342,100.08,536
0x56acad50,29.44,97,337,100.08,536
0x56acad53,29.44,97,352,100.08,534
0x56acad57,29.44,90,352,100.08,537
0x56acad5a,29.44,92,341,100.08,535
0x56acad5d,29.44,90,341,100.08,534
0x56acad61,29.44,92,347,100.08,537
0x56acad64,29.44,91,338,100.08,534
0x56acad68,29.44,98,339,100.08,537
0x56acad6b,29.44,90,337,100.08,533
0x56acad6e,29.44,89,336,100.08,536
0x56acad71,29.44,96,342,100.08,538
0x56acad75,29.38,90,351,100.08,536
0x56acad78,29.38,94,348,100.08,524
0x56acad7b,29.38,96,345,100.08,537
0x56acad7f,29.38,89,361,100.09,537
0x56acad82,29.38,96,350,100.08,533
0x56acad85,29.38,90,339,100.08,534
0x56acad88,29.38,96,347,100.08,536
0x56acad8c,29.38,92,337,100.08,532
0x56acad8f,29.31,94,338,100.08,534
0x56acad92,29.31,93,345,100.08,537
0x56acad96,29.31,90,342,100.09,533
0x56acad99,29.31,98,335,100.09,539
0x56acad9c,29.31,92,333,100.09,536
0x56acada0,29.31,96,347,100.08,537
0x56acada3,29.31,94,345,100.08,532
0x56acada6,29.31,95,351,100.08,536
0x56acadaa,29.38,95,379,100.08,535
0x56acadad,29.38,92,366,100.08,533
0x56acadb0,29.38,94,367,100.08,533
0x56acadb4,29.38,99,345,100.08,533
0x56acadb7,29.38,95,346,100.08,537
0x56acadba,29.38,93,343,100.08,537
0x56acadbe,29.38,92,463,100.08,535
0x56acadc1,29.44,97,338,100.08,538
0x56acadc4,29.44,93,362,100.08,535
0x56acadc8,29.44,97,349,100.08,536
0x56acadcb,29.44,91,369,100.08,538
0x56acadce,29.44,91,347,100.08,536
0x56acadd2,29.44,89,373,100.08,533
0x56acadd5,29.50,90,344,100.08,535
0x56acadd8,29.50,100,333,100.08,53
0x56acaddc,29.50,97,343,100.07,534
0x56acaddf,29.50,93,367,100.08,537
0x56acade2,29.50,95,347,100.08,534
0x56acade6,29.56,94,338,100.08,537
0x56acade9,29.56,95,337,100.07,536
0x56acaded,29.56,93,340,100.08,535
0x56acadf0,29.56,100,338,100.07,53
0x56acadf4,29.56,95,346,100.08,533
0x56acadf7,29.56,96,337,100.08,535
0x56acadfa,29.56,96,339,100.08,538
0x56acadfd,29.56,98,341,100.07,534
0x56acae01,29.63,92,332,100.08,534
0x56acae04,29.63,89,344,100.08,534
0x56acae07,29.63,88,341,100.08,535
0x56acae0b,29.63,88,500,100.07,534
0x56acae0e,29.63,97,335,100.07,535
0x56acae11,29.63,89,339,100.07,532
0x56acae15,29.63,100,333,100.08,53
0x56acae18,29.63,99,340,100.08,537
0x56acae1b,29.63,93,340,100.07,535
0x56acae1e,29.69,90,341,100.08,538
0x56acae22,29.69,93,336,100.08,532
0x56acae25,29.69,91,340,100.08,532
0x56acae28,29.69,91,335,100.08,533
0x56acae2c,29.69,101,339,100.08,53
0x56acae2f,29.69,93,340,100.08,534
0x56acae32,29.69,94,470,100.07,536
0x56acae35,29.69,97,354,100.07,536
0x56acae39,29.69,90,340,100.08,534
0x56acae3c,29.69,92,337,100.07,533
0x56acae3f,29.69,98,343,100.08,535
0x56acae43,29.69,93,422,100.08,535
0x56acae46,29.69,95,340,100.08,535
0x56acae49,29.69,95,338,100.07,535
0x56acae4d,29.69,93,341,100.08,533
0x56acae50,29.69,95,336,100.08,533
0x56acae53,29.69,90,348,100.08,533
0x56acae57,29.69,92,340,100.08,534
0x56acae5a,29.69,88,338,100.08,535
0x56acae5d,29.69,91,341,100.08,535
0x56acae60,29.69,97,342,100.08,535
0x56acae64,29.69,87,343,100.08,532
0x56acae67,29.69,91,363,100.08,531
0x56acae6a,29.69,93,348,100.08,531
0x56acae6e,29.69,89,356,100.07,535
0x56acae71,29.69,89,340,100.08,533
0x56acae74,29.69,88,343,100.08,531
0x56acae77,29.69,96,333,100.08,534
0x56acae7b,29.69,93,347,100.08,533
0x56acae7e,29.69,96,352,100.08,536
0x56acae82,29.69,90,487,100.07,533
0x56acae85,29.69,96,372,100.08,534
0x56acae88,29.75,90,517,100.08,534
0x56acae8c,29.75,96,508,100.07,531
0x56acae8f,29.75,91,506,100.08,534
0x56acae92,29.75,95,337,100.07,530
0x56acae96,29.75,87,345,100.08,534
0x56acae99,29.75,96,346,100.07,534
0x56acae9c,29.75,91,344,100.07,537
0x56acaea0,29.81,89,351,100.08,532
0x56acaea3,29.75,90,344,100.07,531
0x56acaea6,29.75,91,364,100.07,536
0x56acaeaa,29.69,92,340,100.07,535
0x56acaead,29.69,92,340,100.07,533
0x56acaeb0,29.75,88,339,100.07,530
0x56acaeb4,29.75,96,342,100.07,527
0x56acaeb7,29.69,92,351,100.07,534
0x56acaeba,29.69,94,341,100.07,535
0x56acaebe,29.63,94,347,100.07,533
0x56acaec1,29.63,90,351,100.07,532
0x56acaec4,29.63,98,344,100.07,535
0x56acaec7,29.56,94,345,100.07,535
0x56acaecb,29.56,92,348,100.07,532
0x56acaece,29.56,95,335,100.06,533
0x56acaed2,29.50,92,337,100.07,534
0x56acaed5,29.56,97,345,100.07,531
0x56acaed8,29.56,95,344,100.07,535
0x56acaedb,29.56,96,343,100.07,536
0x56acaedf,29.56,95,342,100.07,535
0x56acaee2,29.56,92,346,100.07,537
0x56acaee5,29.63,95,345,100.07,535
0x56acaee9,29.63,93,355,100.07,536
0x56acaeec,29.63,93,345,100.07,530
0x56acaeef,29.63,93,343,100.07,534
0x56acaef3,29.63,95,343,100.07,531
0x56acaef6,29.63,96,351,100.07,533
0x56acaef9,29.63,97,343,100.07,532
0x56acaefd,29.69,89,352,100.07,535
0x56acaf00,29.63,88,343,100.07,534
0x56acaf03,29.63,93,338,100.07,531
0x56acaf06,29.69,93,334,100.07,535
0x56acaf0a,29.69,93,337,100.07,533
0x56acaf0d,29.69,95,341,100.07,534
0x56acaf10,29.69,92,349,100.07,535
0x56acaf14,29.63,97,361,100.07,531
0x56acaf17,29.56,90,341,100.07,531
0x56acaf1b,29.63,89,342,100.07,534
0x56acaf1e,29.63,92,345,100.07,533
0x56acaf21,29.63,88,342,100.07,534
0x56acaf24,29.63,91,343,100.07,535
0x56acaf28,29.63,91,344,100.08,534
0x56acaf2b,29.56,89,336,100.07,531
0x56acaf2e,29.63,96,344,100.08,578
0x56acaf32,29.56,92,338,100.07,534
0x56acaf35,29.63,90,341,100.07,532
0x56acaf38,29.63,89,343,100.08,532
0x56acaf3c,29.56,94,352,100.07,536
0x56acaf3f,29.63,96,347,100.08,535
0x56acaf42,29.63,96,346,100.08,532
0x56acaf46,29.63,89,353,100.08,533
0x56acaf49,29.63,89,367,100.08,534
0x56acaf4c,29.69,88,354,100.08,535
0x56acaf50,29.69,90,383,100.08,532
0x56acaf53,29.69,92,356,100.08,534
0x56acaf56,29.69,93,349,100.08,535
0x56acaf5a,29.69,94,336,100.08,532
0x56acaf5d,29.63,88,347,100.08,530
0x56acaf60,29.63,97,337,100.08,531
0x56acaf64,29.63,96,354,100.08,535
0x56acaf67,29.63,92,335,100.08,532
0x56acaf6a,29.63,98,336,100.08,536
0x56acaf6e,29.63,90,348,100.08,535
0x56acaf71,29.56,96,355,100.08,535
0x56acaf75,29.56,88,346,100.08,536
0x56acaf78,29.56,95,341,100.08,536
0x56acaf7b,29.56,91,340,100.08,537
0x56acaf7f,29.56,90,347,100.08,533
0x56acaf82,29.63,93,342,100.09,536
0x56acaf85,29.56,97,347,100.08,536
0x56acaf89,29.56,94,337,100.08,533
0x56acaf8c,29.56,98,342,100.08,536
0x56acaf8f,29.63,91,342,100.08,533
0x56acaf92,29.56,97,354,100.08,532
0x56acaf96,29.63,90,334,100.08,532
0x56acaf99,29.56,88,346,100.07,533
0x56acaf9c,29.63,89,358,100.07,532
0x56acafa0,29.63,90,345,100.08,534
0x56acafa3,29.63,95,341,100.07,531
0x56acafa6,29.63,89,337,100.07,532
0x56acafaa,29.69,93,343,100.08,533
0x56acafad,29.63,90,343,100.07,533
0x56acafb0,29.69,96,378,100.07,533
0x56acafb4,29.69,97,343,100.07,535
0x56acafb7,29.69,91,341,100.07,531
0x56acafba,29.63,90,344,100.07,534
0x56acafbe,29.63,91,344,100.07,502
0x56acafc1,29.63,88,367,100.07,533
0x56acafc4,29.63,97,360,100.07,533
0x56acafc8,29.63,87,359,100.07,535
0x56acafcb,29.69,89,519,100.07,532
0x56acafce,29.63,95,391,100.07,533
0x56acafd2,29.63,96,343,100.07,533
0x56acafd5,29.63,89,341,100.07,533
0x56acafd9,29.63,93,343,100.07,533
0x56acafdc,29.63,94,345,100.07,530
0x56acafdf,29.63,96,352,100.07,534
0x56acafe3,29.56,90,342,100.06,533
0x56acafe6,29.63,97,387,100.07,535
0x56acafe9,29.63,98,338,100.08,535
0x56acafed,29.63,96,371,100.07,535
0x56acaff0,29.63,92,337,100.07,536
0x56acaff3,29.63,99,344,100.07,534
0x56acaff7,29.63,92,342,100.08,536
0x56acaffa,29.63,91,336,100.08,537
0x56acaffe,29.63,100,340,100.08,53
0x56acb001,29.63,93,341,100.08,534
0x56acb004,29.63,95,339,100.07,534
0x56acb008,29.63,92,434,100.08,532
0x56acb00b,29.63,96,340,100.08,534
0x56acb00e,29.63,91,340,100.07,533
0x56acb012,29.63,97,398,100.08,536
0x56acb015,29.63,91,353,100.08,538
0x56acb018,29.63,95,343,100.08,536
0x56acb01c,29.56,98,342,100.07,538
0x56acb01f,29.56,95,333,100.08,567
0x56acb023,29.56,92,385,100.08,537
0x56acb026,29.63,98,424,100.08,535
0x56acb029,29.63,90,338,100.08,535
0x56acb02d,29.63,90,339,100.08,536
0x56acb030,29.56,94,353,100.08,534
0x56acb033,29.56,96,346,100.08,535
0x56acb037,29.50,97,345,100.08,534
0x56acb03a,29.50,90,349,100.08,532
0x56acb03e,29.50,94,334,100.08,535
0x56acb042,29.50,95,366,100.08,538
0x56acb045,29.50,90,335,100.09,533
0x56acb049,29.56,90,341,100.09,536
0x56acb04c,29.50,91,335,100.08,537
0x56acb04f,29.50,96,336,100.09,530
0x56acb053,29.50,90,376,100.08,537
0x56acb056,29.50,92,341,100.08,537
0x56acb059,29.50,95,340,100.09,533
0x56acb05c,29.50,87,344,100.09,536
0x56acb060,29.50,89,335,100.09,538
0x56acb063,29.56,91,334,100.09,536
0x56acb068,29.56,91,336,100.08,539
0x56acb06b,29.63,89,333,100.09,534
0x56acb06e,29.56,91,362,100.09,536
0x56acb071,29.56,95,336,100.08,532
0x56acb075,29.56,95,359,100.09,535
0x56acb078,29.56,95,341,100.08,537
0x56acb082,29.56,86,342,100.09,533
0x56acb087,29.56,87,341,100.08,531
0x56acb08c,29.50,88,346,100.09,534
0x56acb092,29.56,91,340,100.09,531
0x56acb096,29.50,96,341,100.08,534
0x56acb099,29.50,87,352,100.08,536
0x56acb09c,29.56,95,338,100.08,533
0x56acb0a0,29.50,96,341,100.08,530
0x56acb0a3,29.50,96,345,100.08,530
0x56acb0a7,29.56,95,345,100.08,532
0x56acb0aa,29.50,96,387,100.08,533
0x56acb0ad,29.50,87,366,100.08,535
0x56acb0b1,29.50,91,341,100.09,530
0x56acb0b4,29.44,88,336,100.08,532
0x56acb0b8,29.44,92,340,100.08,532
0x56acb0bb,29.44,90,346,100.08,531
0x56acb0be,29.50,88,335,100.08,534
0x56acb0c2,29.50,94,343,100.08,532
0x56acb0c5,29.50,94,345,100.09,534
0x56acb0c9,29.50,95,348,100.08,510
0x56acb0cc,29.50,91,356,100.09,533
0x56acb0cf,29.50,91,373,100.09,530
0x56acb0d3,29.44,92,357,100.08,536
0x56acb0d6,29.44,64,367,100.08,536
0x56acb0da,29.44,97,336,100.09,536
0x56acb0dd,29.44,89,344,100.09,536
0x56acb0e0,29.44,59,490,100.09,531
0x56acb0e4,29.44,63,376,100.09,532
0x56acb0e7,29.44,73,484,100.09,531
0x56acb0eb,29.44,68,344,100.09,537
0x56acb0ee,29.50,60,340,100.10,532
0x56acb0f2,29.50,44,332,100.09,538
0x56acb0f5,29.50,46,350,100.09,533
0x56acb0f9,29.50,43,336,100.09,496
0x56acb0fc,29.44,46,348,100.09,532
0x56acb0ff,29.44,51,335,100.10,532
0x56acb103,29.44,88,350,100.10,537
0x56acb106,29.38,92,339,100.09,538
0x56acb10a,29.38,96,560,100.10,534
0x56acb699,29.38,94,354,100.10,534
0x56acb69c,29.81,96,394,100.11,530
0x56acb6a0,29.81,88,343,100.12,533
0x56acb6a3,29.81,79,341,100.11,530
0x56acb6a6,29.81,95,349,100.12,531
0x56acb6aa,29.81,94,355,100.12,531
0x56acb6ad,29.88,97,358,100.12,530
0x56acb6b0,29.81,95,334,100.12,532
0x56acb6b4,29.81,97,374,100.12,530
0x56acb6b7,29.88,97,335,100.12,532
0x56acb6ba,29.81,91,334,100.12,533
0x56acb6be,29.81,95,334,100.12,536
0x56acb6c1,29.75,88,330,100.12,535
0x56acb6c4,29.81,92,332,100.13,535
0x56acb6c8,29.75,88,337,100.12,534
0x56acb6cb,29.75,92,334,100.13,535
0x56acb6cf,29.69,95,337,100.12,538
0x56acb6d2,29.75,91,331,100.13,536
0x56acb6d5,29.69,93,333,100.13,539
0x56acb6d9,29.75,89,346,100.12,541
0x56acb6dc,29.75,88,333,100.13,538
0x56acb6e0,29.75,91,334,100.13,535
0x56acb6e3,29.75,89,335,100.13,541
0x56acb6e6,29.75,96,331,100.13,538
0x56acb6ea,29.75,89,336,100.13,539
0x56acb6ed,29.75,96,332,100.14,536
0x56acb6f0,29.69,83,337,100.13,538
0x56acb6f4,29.69,93,336,100.13,541
0x56acb6f7,29.75,96,350,100.13,539
0x56acb6fa,29.75,90,337,100.13,539
0x56acb6fd,29.75,86,352,100.13,543
0x56acb701,29.75,95,336,100.13,540
0x56acb704,29.69,91,336,100.13,542
0x56acb708,29.69,94,336,100.13,540
0x56acb70b,29.63,88,333,100.13,540
0x56acb70e,29.63,90,338,100.12,541
0x56acb712,29.63,90,385,100.13,540
0x56acb715,29.63,94,358,100.12,538
0x56acb718,29.63,87,353,100.13,543
0x56acb71b,29.69,87,364,100.12,542
0x56acb71f,29.69,94,366,100.12,543
0x56acb7d6
0x56acb7da,29.69,88,350,100.12,541
0x56acb7dd,29.69,93,333,100.12,541
